zona_id,zona,year,grado,familias_miles,source
00,C.A. Euskadi,1989,Total,599.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1989,Ningun_problema,401.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1989,Algun_problema,146.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1989,Varios_problemas,51.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1989,Muchos_problemas,0.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1994,Total,633,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1994,Ningun_problema,472.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1994,Algun_problema,125.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1994,Varios_problemas,34.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1994,Muchos_problemas,1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1999,Total,683.3,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1999,Ningun_problema,551.9,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1999,Algun_problema,109.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1999,Varios_problemas,21.4,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,1999,Muchos_problemas,0.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2004,Total,759.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2004,Ningun_problema,632.4,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2004,Algun_problema,106.3,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2004,Varios_problemas,20.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2004,Muchos_problemas,0.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2009,Total,841.4,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2009,Ningun_problema,680.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2009,Algun_problema,123.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2009,Varios_problemas,36.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2009,Muchos_problemas,0.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2014,Total,857.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2014,Ningun_problema,691,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2014,Algun_problema,133.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2014,Varios_problemas,31.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2014,Muchos_problemas,1.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2019,Total,893.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2019,Ningun_problema,758.3,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2019,Algun_problema,111.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2019,Varios_problemas,23.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2019,Muchos_problemas,0.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2024,Total,922.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2024,Ningun_problema,738.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2024,Algun_problema,147.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2024,Varios_problemas,34.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
00,C.A. Euskadi,2024,Muchos_problemas,2.3,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1989,Total,107.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1989,Ningun_problema,69.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1989,Algun_problema,27.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1989,Varios_problemas,10.3,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1989,Muchos_problemas,0.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1994,Total,112.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1994,Ningun_problema,85.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1994,Algun_problema,19.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1994,Varios_problemas,7.4,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1994,Muchos_problemas,0.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1999,Total,127.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1999,Ningun_problema,100.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1999,Algun_problema,22.3,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1999,Varios_problemas,4.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,1999,Muchos_problemas,,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2004,Total,139.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2004,Ningun_problema,120.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2004,Algun_problema,15.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2004,Varios_problemas,4.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2004,Muchos_problemas,,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2009,Total,154.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2009,Ningun_problema,130.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2009,Algun_problema,19.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2009,Varios_problemas,3.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2009,Muchos_problemas,0.3,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2014,Total,158.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2014,Ningun_problema,129.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2014,Algun_problema,22.5,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2014,Varios_problemas,6.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2014,Muchos_problemas,,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2019,Total,167.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2019,Ningun_problema,143.1,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2019,Algun_problema,19.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2019,Varios_problemas,4.7,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2019,Muchos_problemas,0.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2024,Total,173.4,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2024,Ningun_problema,136.2,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2024,Algun_problema,28.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2024,Varios_problemas,7.8,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
70,Donostia-San Sebastian con Bajo Bidasoa,2024,Muchos_problemas,0.6,"Eustat — Encuesta de Condiciones de Vida, familias por grado de seguridad ciudadana y zona (miles), tabla PxWeb PX_010901_cecv_ma04_3; snapshot jul-2026"
